,Date,user_id,comments,cleaned_comments
210,"October 18, 2018 11:42AM",benjaminh,TLX 2.4 mpg on a couple of recent highway jaunts of c. 15 miles....,acurax highway couple 24 c miles efficiency recent 15 jaunts
211,"October 18, 2018 12:34PM",ab348," Wow, just a masterful job of writing in a way that turns negatives into positives. Maybe MT outsourced their writing to the Volvo PR department...",outsourced negatives way positives turns job department wow maybe pr volvo writing masterful mt
212,"October 18, 2018 12:47PM",stickguy,"Seemed fair to me.  I would get a t5 anyway. 6.9 0-60 Is plenty fast, and strong MPG ratings. Too bad BLIS isn’t standard, but not a big deal to add. Gotta keep base price down somehow! Perfect size now too, at 187” long. About what the 2018 inscription (LWB) version was I think.  A T5, with metallic paint, cold weather and BLIS options, is still only about $40k, so soon to be good lease or purchase deals on lightly used service loaners!",2018 options lease purchase blis deals somehow loaners 060 efficiency perfect 187 bad big think deal fair still anyway mecomfortic plenty base maintenance styling add long 69 standard fast 40k lighacuray ratings strong weather ’ keep version inscription lwb soon ” used cold would goaudia get size price t5 good seemed
213,"October 18, 2018  1:05PM",stickguy,"Built one. $40,245. So I was close! In the $30s if you get flat paint! That’s a momentum, metallic blue, heated seats and steering wheel, and premium package (BLIS, keyless, parking sensors, and some other stuff)  Really well equipped. Especially if you like active safety nannies. My wife will be sold, not only does she get power passenger seat, it even has memory! And for me, a spare tire is once again standard.",keyless blis really momentum wife blue comfort package stuff performance safety mecomfortic spare heated styling standard 30s flat parking equipped passenger one close ’ styling premium secadillac especially like sold memory well even 40245 steering active get built nannies sensors safetyty
214,"October 18, 2018  5:46PM",benjaminh,"Some weird and goofy 20-something guys reviewing a loaded 2018 Cadillac ATS. They actually do have some good info....There's an ATS in my parking lot at work, and it is a really good looking car imho. Sharp.",2018 really actually goofy looking infotheres reviewing lot parking guys work loaded imho car good weird 20something cadillac sharp
215,"October 18, 2018  5:50PM",benjaminh,I like the Volvo V60 wagon a lot. Seems worth it for an extra 2k or so....,lot 2k like worth seems volvo extra wagon
216,"October 18, 2018  5:55PM",benjaminh,"The TLX 2.4 also has been timed 0-60 at 6.9 seconds—and so seemingly an identical time as the S60. That's fast enough for me, but many people in this segment want something faster. The TLX V-6 SH-AWD at 5.8 seconds is a lot faster than the Volvo for about the same $. The Cadillac ATS 3.6 is faster still at c.5.5 seconds.",people 060 want identical many sperformanceerformance still performance audi0 seconds faster timed 58 c55 36 seemingly something 69 lot fast volvo also enough acurax 24 time segment seconds—and thcadillac cadillac
217,"October 18, 2018  6:39PM",benjaminh,"Cadillac's all-new Entry Level Luxury Performance SUV, the XT4....",cadillacs entry performance suv comfort level xt4 allnew
218,"October 18, 2018  6:54PM",stickguy,"If 6.9 is too slow, for the price of an AWD TLX can get the T6 Volvo. a AWD and 316 HP. Will make up the difference!",316 make difference slow 69 performance volvo acurax performance t6 get price
219,"October 18, 2018  7:25PM",ab348,That XT4 makes it sound very appealing! Nice vehicle.,vehicle appealing sound makes xt4 nice
220,"October 18, 2018  8:02PM",qbrozen,wish the sport would have more ponies under the hood,would hood performance ponies aspiration
221,"October 19, 2018 12:56PM",benjaminh,XT4 looks good imho. Nice Caddy promo video on the design....  https://www.cadillac.com/crossovers-suvs/xt4-crossover/making-of,video imho promo design good looks xt4 nice haudipswwwcadillaccomcrossoverssuvsxt4crossovermakingof cadillac
222,"October 19, 2018  1:06PM",benjaminh,"The XT4 starts at 35k for the FWD version. Add heated seats, CarPlay/AA, etc. and it's still a good deal imho at c.39k. I think they have a shot at selling a lot of these....But a totally loaded version is more than 50k.  https://www.cadillac.com/crossovers-suvs/xt4-crossover/photo-gallery",50k shot think xt4 deal still etc thesebut c39k performance heated 35k add lot tocomforty haudipswwwcadillaccomcrossoverssuvsxt4crossoverphotogallery version secadillac loaded imho carplayaa good starts selling
223,"October 19, 2018  1:08PM",benjaminh,Redline reviews also likes the 2019 XT4....,likes redline reviews xt4 also 2019
224,"October 19, 2018  2:12PM",stickguy,Sharp. I could live with one of those. Other than paying for it of course.  Should sell well.,could one sell course well live sharp paying
225,"October 19, 2018  3:15PM",Michaell," I'd wait for the off-lease deals - 50%, or more, off MSRP.  Just for fun, I've been looking at off-lease ATS'. Found quite a few with the 2.0T, AWD and low miles for between $18-23K.  I still think I'd prefer a TLX as a long term keeper, though.",fun deals prefer id ive think msrp wait term still found miles looking offlease 1823k long quite though performance keeper 50 acurax 20t low cadillac
226,"October 19, 2018  3:31PM",stickguy,"Same. Plus, my wife would probably find it too cramped (the ATS). No roomier than my current car.",car would find comfortier plus consoleodgeped current probably wife cadillac
227,"October 19, 2018  4:31PM",Mr_Shiftright,So this XT4 is set to compete with....say...the Audi Q3 family? Hmmm....that's not going to be so easy.,family going compete audi xt4 hmmmthcadillac set withsaythe easy
228,"October 19, 2018  4:57PM",henryn,"I don't actually mind a small car (or SUV), as long as it has enough ""driver space"". Sometimes smaller cars are much better than larger ones at providing driver space. I feel less cramped in a CR-V than in a Tahoe.",suv actually dont less cars much honda providing feel sometimes long small beaudier driver smaller consoleodgeped space tahoe enough ones mind car larger
229,"October 19, 2018  5:27PM",stickguy,"With 2 up front, the issue is often elbow space. Fighting over the center armrest, never ends well.",front never fighting armrest 2 center ends elbow space issue well often
230,"October 19, 2018  5:49PM",benjaminh, The XT4 does have much more rear seat room than a Q3. I think the XT4 is closer to the BMW X3 in size.,think closer xt4 comfort much rear audi comfort bmw size
231,"October 19, 2018  6:13PM",henryn,"I fit fairly well in an SRX, which has been replaced with the XT5. No idea about the XT4. I will probably try one on for size eventually. Just not right now, I'm not in the market to spend that much. Now in 2 or 3 years, an off-lease model for half-price just might be interesting.",spend interesting fairly market might maintenanced xt4 probably im much fit years offlease idea eventually halfprice one well try 2 3 size right brand cadillac
232,"October 19, 2018  6:34PM",ab348," I actually found the ATS roomier up front than the M-B C-series when I was looking. The ATS cabin seems to have more width up front and to me feels a bit airier. Rear seat is perhaps a different story, but a driver and passenger are quite comfortable up front and are not rubbing elbows. The main issue is that the ATS is fairly low, which my knees are finding a bit challenging these days for getting in and especially out. As the lyrics to ""Hot Rod Lincoln"" say, though, ""But man, what a ride!""",feels airier fairly days actually width geaudiing hot knees man lyrics finding comfort front comfortable found looking cseries bit issue rear story say elbows quite though ride comfortier passenger rod driver especially cabin rubbing perhaps different low mercedes main seems challenging cadillac lincoln
233,"October 19, 2018 10:18PM",Michaell,"  That's good information to have. I, too, felt cramped in a C-class.  Since it's usually just me in the car, rear seat space or elbow room isn't much of an issue.",cmercedesss usually elbow felt comfort much information issue rear consoleodgeped space since comfort car good thcadillac isnt
234,"October 23, 2018  8:40PM",benjaminh,"In just three and a half months of entry level luxury car ownership I've driven over 6000 miles, the proof of which is below. I like driving the TLX a lot, whether to work or to a state park out of town for a bike ride, which is how I've gone much more than the 1000 miles a month I get with my lease. Darn. On that trip to the state park I stopped briefly at a rural cemetery and snapped a few shots, including this one of ""Tattoo Charlie""....",driving lease shots comfort ive whether months month state much proof ownership park miles taconsoleo lot 6000 briefly ride snapped darn including charlie cemetery 1000 one work like level three gone acurax trip car entry bike get half stopped rural town driven
235,"October 24, 2018  9:56AM",benjaminh,Savage Geese likes the Genesis G70....,likes savage hyundai geese
236,"October 14, 2018  3:57PM",ab348,"They are only making the coupe version for 2019.  I got confused when reading your list, forgetting that the TLX wasn't a SUV/CUV. Nomenclature always confuses me.",confuses wasnt making coupe got confused 2019 always forgeaudiing version acurax nomenmercedesture suvcuv reading list
237,"October 14, 2018  4:27PM",qbrozen,"Oh, that is interesting. Did they really sell enough ATS coupes to justify keeping that as the only 2019 choice? Huh",coupes justify interesting really oh sell cadillac huh 2019 choice keeping enough
238,"October 14, 2018  4:52PM",dino001," If discount is big enough and you keep it long enough, the depreciation becomes a non-issue four-five years down the road, as your starting point is the lower transaction price, not the sticker. If it’s a good lease, then the manufacturer takes the bath, not the driver.  Another good advantage of buying an outgoing model is usually they work out most of the obvious flaws and kinks by then, so reliability should be at least OK. Also, the support from independent shops should be alright, as the model is well known to the technicians. New models, on the other hand, have always risk of “teething” issues, sometimes can be quite annoying and even manufacturers can fall behind on part availability, if particular failures turn to be more widespread than anticipated.",point big takes manufacturer issues flaws ok kinks long fall road brands independent work ’ advantage keep behind brand manufacturers risk “ widespread hand least another failures obvious sometimes support lower becomes even buying good nonissue new technicians lease depreciation usually bath availability years annoying outgoing starting always sticker well ” price transaction anticipated part fourfive teething shops quite turn performance driver alright also enough particular discount known
239,"October 14, 2018  4:57PM",dino001,"So is ATS sedan completely gone, or is it a production transition to a new model?",production completely sedan gone new transition brand cadillac
240,"October 14, 2018  4:57PM",benjaminh,"As stickguy mentioned the 2019 Lexus ES is also all-new. It starts at about 41k. The ES has a lot of luxury, power, refinement, and reliability for the price. Like an Acura, it's one of those luxury cars that you can imagine owning for ten years or more. In fact, a friend of mine has one that's about a dozen years old and it still looks good and runs really well. More luxury than sport, but very nice.  https://www.lexus.com/models/ES",es really comfort performance imagine mentioned cars fact still runs owning performance years dozen mine 2019 lot old acura lexus performance one like ten stickguy looks nice also allnew well haudipswwwlexuscomercedesrandses refinement 41k good price starts thcadillac friend
241,"October 14, 2018  5:09PM",dino001,"I just looked up Cadillac’s concept vehicles on the website. I remember in the past how quickly nice concepts went into underwhelming humdrum execution once they reached production stage, it was just pathetic. One can hope they can do better this time, as those conceots look really opulent and would give Bentley or RR run for the money. It’s almost like Cadillac needs another brand to fit those into their lineup, do they have rights for Duesenberg?",really money needs stage opulent humdrum look duesenberg fit concepts benacuraey rr run another rights execution looked pathetic went production website underwhelming beaudier one ’ reached like nice almost conceots lineup vehicles time concept would give rememercedeser past quickly brand hope cadillac
242,"October 14, 2018  5:32PM",qbrozen," Not even sure it will be a new model, but it will be a different name, following their new letters/numbers thing. So possibly CT4",sure ct4 thing name even different leaudiersnumercedesers possibly new following brand
243,"October 14, 2018  6:10PM",Mr_Shiftright,"  It might work if they were presented in different showrooms on the same property, and if sales personnel were trained differently in approaching the higher end customer.",sales showcomforts might presented personnel approaching customer property work differenacuray trained different higher end
244,"October 14, 2018  6:43PM",dino001," It would be a great coup if a multibrand dealer housed them adjacent to their German or Japanese lux brand, rather than Hyundai’s. But insisting on (and financing) separating buildings of H and G is a bare minimum they have to do.",adjacent german japanese insisting g separating financing buildings rather minimum lux housed hyundai multibrand bare ’ coup great dealer would h brand
245,"October 14, 2018  7:06PM",ab348, They will be supposedly announcing a new sedan soon.,sedan announcing new soon supposedly
246,"October 14, 2018  7:14PM",sda,"ATS is a great car. The back seat area is tight, which would make it difficult for my elderly mom to get in and out, so kind of rules it out, unless I find one that is just too hard to let go.",hard mom elderly back kind tight comfort make find difficult go unless one let great area car would get cadillac rules
247,"October 14, 2018  7:27PM",ab348," Can confirm, it is a wonderful car to drive. The rear seat is for kids mostly unless front seat passengers are short and adjust their thrones forward. Headroom is OK though.",mosacuray thrones adjust comfort kids front confirm short ok headcomfort rear though unless wonderful forward drive car passengers
248,"October 15, 2018  2:50AM",benjaminh," The TLX has more back seat room than an ATS, but less than an Accord.  As you'll recall, I traded in a 2016 Accord EX for my 2018 TLX. On the off chance it might useful here are a lot of things that are better about the TLX compared with an Accord EX, as well as a couple of things that aren't as good.  1. The TLX has an amazing sound system compared to an Accord EX 2. The TLX has a much quieter ride over rough pavement 3. Better handling and suspension—both more sporty and more comfortable 4. Great 4-wheel steering system, which is exclusive in this class 5. AcuraWatch safety systems + adaptive cruise control 6. Better and more comfortable seats 7. Nicer interior materials, switches, and controls 8. Lights in places like under the center console, in the glovebox, etc. 9. Fully finished trunk with special storage areas 10. CarPlay/Android Auto 11. 8-speed dual clutch transmission with torque converter and paddle shifters. Really nice transmission. 12. More refined and more powerful engine 13. Integrated dynamic drive mode selector—econ, normal, sport, sport+ 14. Stronger brakes, bigger brake pads, etc. 15. full led headlights provide better and more even illumination, save power, and have longer life 16. All sorts of other details not found on an Accord EX of your year, including capless fuel filler, acoustic glass, reverse tilt down side mirrors, built in compass, longer warranty, etc., etc.  A couple of things that aren't as good include a somewhat smaller back seat area (although still good enough for all but adults over 6' imho), and the fact that the TLX needs premium fuel to make the extra 20 horsepower it has compared to an Accord of the last generation.",rough ilchevrolettion performance horseperformance shifters paddle sorts pads include switches chance adaptive system performance—both comfort auto longer 6 1 premium secadillac extra great acurax imho performanceful mirrors although 15 13 arent 2018 ex finished really systems needs 4 pavement back side traded exclusive 8 lights useful 11 much performance life glovebox normal nicer led maintenance mercedesss filler special 10 controls clutch generation compared couple provide quieter nice performance reverse comfort even drive acurawatch 3 good center selector—econ save performancey acoustic last 12 cadillac safetyty recall 14 full sound capless carplayandroid might glass less efficiency make amazing comfortable honda 8performance performance including ride control converter compass dual cruise 4styling well areas year 5 16 steering performance somewhat built bigger 2016 things console 9 safety trunk materials still comfort fact etc performance found acurated lot tilt adults beaudier 20 places like smaller dynamic 7 storage details area youll refined enough stronger 2 stylings mode brake fully
249,"October 15, 2018  2:54AM",stickguy,"did you test drive a current generation Accord before getting the TLX? Just wondering how your list would change substituting a 2018 Accord. I know some of your items (Honda sensing, CapPlay) would be on that.",2018 geaudiing know change honda generation current test wondering substituting acurax drive would items sensing capplay list
250,"October 15, 2018  3:04AM",benjaminh," Yes, I did test the new Accord. Tougher call there. The new Accord is pretty impressive, but....  Material quality in the TLX is a lot better than even in this generation of Accord. Here's one example that stood out for me. The dial on the steering wheel of the new Accord is clearly copied from the Acura, but it's cheap feeling, and the movement isn't particularly refined. On the Acura this control is really great in term of feel and ease of use. They look almost the same, but big difference in feel and operation. You can find differences like that in a dozen or more things just on the inside.  There's more room in the back seat and in the trunk of the Accord, but in most other ways the TLX is better and nicer.  Finally, with the lease incentives on the TLX, you can probably lease the Acura for less than a comparable Honda Accord.",big copied term feeling difference feel styling great almost cheap acurax operation impressive really back yes nicer ways dozen generation test differences ease comfort even new heres lease call look comparable less quality honda theres control material movement stood incentives preaudiy steering inside finally isnt things example trunk tougher probably comfort find particularly dial use lot acura beaudier one like refined clearly
251,"October 15, 2018  3:05AM",stickguy,plus it is better looking.,beaudier looking plus
252,"October 15, 2018  3:10AM",benjaminh,"Yeah. I slowly warmed up somewhat to the unusual looks of the Accord, but it still seems a bit strange from every angle—front, side, and back. The Acura TLX, in contrast, is just a nice looking vehicle all around. There's also a lot of variety with the TLX. My lunar silver 4-cylinder is an almost modest looking luxury car, with hidden dual exhaust and somewhat understated details. But for people who own a TLX with the V-6 there are big exhaust finishers and other details that make the car pop. For me the more restrained look works just fine, perhaps because I'm in my 50s and a college prof?",exhaust people comfort college big fine im lunar looking variety almost angle—front every acurax around restrained back side silver still 50s performance understated nice hidden modest slowly look make 4performance honda warmed theres dual vehicle perhaps somewhat seems strange works unusual bit finishers prof lot acura contrast pop looks also details car yeah
253,"October 15, 2018 11:13AM",benjaminh,"Discount luxury wagon. How about this one-owner 2007 Audi A4 Avant Quattro for $5500. Clean Carfax. 120k miles. ""2007 Audi A4 2.0T Wagon..A BEAUTIFUL 1-OWNER SARASOTA AUDI..CLEAN CARFAX..FLORIDA CAR..LEATHER POWER SEATS.. MOONROOF..AUTOMATIC..SMOKE FREE CAR..GARAGE KEPT""  https://www.cars.com/vehicledetail/detail/745810411/overview/",comfort 120k free carcomfort kept performance miles carfax avant wagona wagon oneowner audi clean cargarage haudipswwwcarscomvehicledetaildetail745810411overview audiclean secadillac 1owner moonroofperformancesmoke 5500 carfajaguarlorida 20t beautiful discount sarasota 2007
254,"October 15, 2018 11:49AM",qbrozen,Save yourself $2k-$2500  and get a Passat wagon.,get save 2k2500 volkswagen wagon
255,"October 15, 2018 12:18PM",benjaminh,"2009 BMW 535i xdrive 6-speed manual. Clean carfax. 55k miles. 15k....  ""2009 BMW 535XI - CERTIFIED CLEAN CARFAX REPORT! 6 SPEED MANUAL TRANSMISSION! TWIN TURBO! ALL WHEEL DRIVE! 22 SERVICE HISTORY RECORDS! LOADED WITH OPTIONS! ONLY 55K MILES! KEY FEATURES INCLUDE: NAVIGATION - FRONT AND REAR PARKING SENSORS - PUSH START IGNITION - FRONT AND REAR HEATED LEATHER SEATS - POWER SEATS WITH FULL LUMBAR CONTROLS - HEATED STEERING WHEEL - POWER ADJUSTABLE STEERING WHEEL - SUNROOF - CARBON FIBER INTERIOR TRIM - HEATED UP DISPLAY -""  https://www.cars.com/vehicledetail/detail/752047683/overview/",full 2009 options performance performance styling trim report haudipswwwcarscomvehicledetaildetail752047683overview key twin comfort front include performance 535xi miles lumercedesar carfax console adjustable certified maintenance 55k features heated history rear performance controls comfort ignition fiber 6 parking clean styling 6performance secadillac performance display loaded start carbon 15k bmw drive 22 push steering records sensors
256,"October 15, 2018 12:40PM",benjaminh,"2005 BMW 745Li. 1-owner clean Carfax. 87k miles. Original msrp 75k. Now 9k. Darth Vader black....  ""This gorgeous BMW 745Li is stunning. Driven around 6k miles per year, this 745Li not only looks beautiful, it also drives great. Considered as one the best luxury cars on the road, this 745Li not only looks great, it is also loaded with all the features and options you may need in a luxury sedan... Navigation ** 19"""" wheels ** HID xenon headlights w/ washers ** powered rear and side sunshades ** Front & Rear parking sensors ** steering wheel power tilt/telescope ** power trunk open/close...""  https://www.cars.com/vehicledetail/detail/745200675/overview/",options 745li stunning vader driven comfort trunk msrp side washers aspiration 87k cars front haudipswwwcarscomvehicledetaildetail745200675overview 19 performance tilaudielescope miles carfax need sedan drives black console features original openclose may rear 75k road sunshades hid clean parking one styling looks dodgeh 1owner gorgeous year 2005 also great loaded 6k styling xenon performanceed w bmw steering considered per stylings 9k beautiful sensors around
257,"October 15, 2018 12:41PM",stickguy,"The 5 series I like. Favorite colors, and a stick. I would rather have the non turbo engine though, since didn’t that generation TT have some issues? Plus maintenance costs being 10 years old. A 530 is fast enough for me. Even better would be RWD Though!",performance maintenance plus performance costs issues performance years favorite rather non generation 10 old though fast 530 beaudier audi like ’ since enough 5 even stylings would series stick
258,"October 15, 2018 12:47PM",stickguy,"Read the Carfax. Fuel pump replaced before 20k miles, and fuel injectors along the way too. Not a good sign.",read pump sign along injectors miles carfax good way maintenanced 20k efficiency
259,"October 15, 2018 12:59PM",kyfdx," If the Audi had a stick, it would already be sold",already would audi stick sold
260,"October 15, 2018  4:07PM",roadburner,The only E65 I lust after is a B7,e65 b7 lust
261,"October 16, 2018 12:47AM",sda," All good points, and is on my list. Ideally a CPO 18 Tech. I believe you can use regular fuel with very little difference in performance and no risk of engine damage. The lack of a spare tire is a minor negative. I do like the conservative styling that will age well, and higher stance than the current 18 Accord.",styling 18 minor ideally litacurae damage age efficiency performance cpo safety spare honda use points difference tech risk lack current performance like stance well conservative higher regular good list negative believe
262,"October 16, 2018  1:24AM",stickguy,"if there is a difference on RUG, you are only going to see it at high revs. I doubt for normal use you will ever notice. I go back and forth with it in our RDX, and I have never been able to tell. and some of my best MPG tanks have been on RUG.  there actually is an option for a spare. Almost positive it was an actual accessory listed at one point on the TLX, though possible they changes something for 2018. I remember looking in the ILX trunk (I think) and if you took out the Styrofoam tray that held the inflater the flange to bolt the spare tire to was still there. Ben should pull that out of his car and check for us!",never point efficiency think notice forth listed looking revs difference possible positive almost acurax able high ben 2018 going tray see back still bolt normal spare changes ever accessory took tell check rug styrofoam pull though us flange inflater tanks doubt trunk actually aspiration held actual safety option use go something acura one car rememercedeser
263,"October 16, 2018 10:31AM",benjaminh,I think your local Acura dealer is the place to answer your questions about spare tires and gasoline. Hope you'll go in for a test drive at some point!,point think answer safety nissanions efficiencyoline place spare go acura test local youll dealer drive hope
264,"October 16, 2018 11:57AM",benjaminh,"A low-priced one-owner 2002 Mercedes E-class 4-Matic V8. Clean Carfax, 138k miles. Looks pretty good for its age. 138k miles. Yours for only $2500....Now this is low priced luxury—until you hit a major repair.  https://www.cars.com/vehicledetail/detail/734291095/overview/",comfort—until age performance hit 4matic miles carfax priced 138k oneowner clean haudipswwwcarscomvehicledetaildetail734291095overview looks lowpriced 2500now major emercedesss preaudiy maintenance low mercedes good 2002
265,"October 16, 2018 12:13PM",benjaminh,"Here's are some 2-cent thoughts about putting premium gas in the TLX 2.4. Unlike stickguy's RDX—which has huge amounts of power and a great power to weight ratio—the 2.4 in the TLX is honestly just enough. If an RDX uses regular gas and loses maybe 5-10% of its power there's still plenty left over. But the TLX base weighs 3505 pounds, compared to I think about 3200 pounds for a 2013 Accord EX. In other words, if you lose maybe 5-10% of your horsepower by going to regular it's a definite hit.  The last generation Accord's 2.4 and the current TLX 2.4 are similar engines, but they aren't identical. First, with the TLX 2.4....  ""To maximize power output, the 2.4-liter engine has a dual-stage intake manifold has two different intake runner lengths that are selected based on the operating conditions. An actuator and a set of four butterfly valves control the intake runner switching process. At low engine speeds, the long runners are used to improve low-end torque. At higher engine speeds the system switches to the short intake runners for greater high rpm power. The result is intake tuning that is optimized for the engine's entire operating range.""  http://acuranews.com/acura-automobiles/channels/tlx-press-kit/releases/2018-acura-tlx-press-kit-powertrain  Second, the TLX 2.4 has a higher compression ratio compared to the last generation Accord 2.4. The TLX has a compression ratio of 11.6, compared to something like 10 for the Accord. I think there are some other differences with the Acura 2.4 as well. It definitely sounds better and more refined than the 2.4 in the last generation of Accord.  You almost certainly won't damage your Acura engine using regular (although personally I don't want to chance it with mine), but I don't think you are going to squeeze those extra 21 horses that the souped up TLX 2.4 has over the last generation of Accord 2.4. And imho you need every one of extra horses in some situations when you are accelerating a car that weighs 3500 pounds. Just my 2 cents. I like to drive a little fast and do somewhat sporty maneuvers sometimes, and the TLX works for that. The TLX is about a third of second faster to 60 than a base 320i, but that's not saying a lot. The TLX 2.4 needs all the power it has—and part of that is that the engine is optimized for premium gas. My guess is that the next generation TLX will have a 2-liter c. 290 hp turbo as standard—and so the current lower-powered, lower-priced (and higher mpg) TLX will be a thing of the past probably starting in 2020.",bmwi optimized performance litacurae efficiency think horseperformance dont wont switches saying 24liter plenty short chance system long performances horses ensafety premium honesacuray extra great huge almost every 2liter next acurax weighs imho lose dualstage past low although high words similar arent ex going 60 needs damage still performance cents standard—and certainly maneuvers maximize mine base greater need intake souped definite range generation ratio 10 actuator sometimes compared efficiency 3505 tuning maybe differences 21 performance lowerperformanceed 24 switching drive personally pounds higher regular selected last heres compression 2013 accelerating set performancey 116 squeeze operating want two identical conditions 510 uses valves thoughts 2cent honda theres left faster has—and loses starting performances fast control first four buaudierfly definitely second lenfordhs well used lowend guess different somewhat result weight process situations 3500 works part probably sounds hit runner manifold performance 2020 amounts bmw0 stickguys 290 current something lot acura ratio—the beaudier performance one like acura—which puaudiing third thing enough based improve refined performance car c 2 unlike output runners haudipacuranewscomacuraautomobileschannelsacuraxpresskitreleases2018acuraacuraxpresskitperformancetrain thcadillac lowerpriced using
266,"October 13, 2018  3:14PM",roadburner," And you'll get that same old ""What can I do to put ya in a car today, buddy?"" song and dance...",buddy ya dance old put today youll car get song
267,"October 13, 2018  3:28PM",roadburner,"I could see myself picking up a RWD V6 Infiniti or a RWD Giulia, but those are the only sport sedans I could see luring me away from BMW.",picking see performance luring infiniti performance performance alfaromeo could bmw away sedans
268,"October 13, 2018  4:07PM",ab348,"Here's another video review of the Stinger, out of the UK. I don't know who the reviewer is, but I like his style.  https://www.cnet.com/roadshow/videos/kia-stinger-gts-takes-the-fight-to-bmw-audi/?ftag=CAD-04-10aba4f&bhid=25416315718523622077081880631938",dont know reviewer another review video kia like haudipswwwcnetcomroadshowvidvolkswagenkiatingerfordstakesthefighconsolebmwaudiftagcad0410abaudifbhid25416315718523622077081880631938 uk style heres
269,"October 13, 2018  4:30PM",kyfdx,  You can get that from any dealer.. doesn't matter if it's luxury or not.,dealer maaudier doesnt get comfort
270,"October 13, 2018  4:49PM",qbrozen,"ab348 said: Genesis is a luxury badge now? Hmmmm. IMHO, they are moreso than Acura since at least Genesis has RWD cars. ",comfort cars moreso least performance ab348 said acura hyundai since imho hmmmm badge
271,"October 13, 2018  7:15PM",ab348,"    IMHO, they are moreso than Acura since at least Genesis has RWD cars.   I wouldn't say RWD equates to luxury. See: Charger, Mustang, Camaro.  I think the word luxury is being misused anyway. Perhaps ""premium"" would be more appropriate.",word comfort dodge see think wouldnt equates ford cars moreso anyway least performance appropriate say acura hyundai premium misused since imho chevrolet perhaps would
272,"October 13, 2018  8:48PM",benjaminh,Alex on Autos likes the new Volvo V60 luxury wagon. A good value imho starting at $38k. Although in a non-luxury wagon the VW Sportwagen is a great value starting at c.24k.,38k value autos comfort likes noncomfort starting c24k wagon volvo alex great imho good although new volkswagen
273,"October 13, 2018  9:33PM",stickguy,"now this is something I really like. Would replace both cars with something like this. Get the utility needed, plus the luxury desired.",really comfort plus desired cars something like needed utility would maintenance get
274,"October 13, 2018  9:58PM",benjaminh,"My local Volvo dealer has what seems to be an amazing deal on one of their last 2018 model V60 wagons....  ""2018 VOLVO V60 Cross Country T5 AWD Lease For $399/MO. $0 Down""  https://www.volvooflouisville.com/specials/new.htm  This wagon has an msrp of $47,545  https://www.volvooflouisville.com/new/Volvo/2018-Volvo-V60+Cross+Country-86ab76660a0e0a6b27ec24f774fd0fef.htm  $399 a month with 0 down is difficult to imagine to me for a vehicle with that msrp.",2018 lease msrp 47545 month deal 0 imagine amazing cross 399mo difficult wagon haudipswwwvolvooflouisvillecomspecialsnewhtm performance one local volvo haudipswwwvolvooflouisvillecomnewvolvo2018volvovolvocrosscountry86ab76660a0e0audib27ec24f774fd0fefhtm vehicle dealer country wagons t5 last seems brand 399
275,"October 13, 2018 11:06PM",stickguy,"I read the disclaimer. Looks like the only thing to consider is the owners loyalty being included, so for non-Volvo owners, make that $1,000 down. Plus tax, DMV, and dealer doc fees. So in NJ, another $1,700 or so, making that about $2,700 DAS. Or, about $475 doing a true sign and drive.  I like that one too. the colors work, and fully equipped. Nice.",das dmv plus included nonvolvo 1700 making sign make true consider nj loyalty another 2700 owners dismercedesimer equipped 1000 doc one work like tax looks nice thing read dealer stylings drive fees 475 fully
276,"October 13, 2018 11:14PM",dino001,2018 V60/S60 is nowhere near as nice as 2019.,2018 nowhere near nice volvoaudi0 2019
277,"October 13, 2018 11:21PM",stickguy,"after watching the video previews, no they are not. But, if I was leasing something, would be fine with a 2018 for 3 years.  or, will just wait a year or so and start hunting the service loaners and leftover deals.",2018 leasing deals loaners fine hunting wait years leftover maintenance something video year previews start would 3 watching
278,"October 14, 2018 12:01AM",qbrozen,"ab348 said: show previous quotes I wouldn't say RWD equates to luxury. See: Charger, Mustang, Camaro. I think the word luxury is being misused anyway. Perhaps ""premium"" would be more appropriate. RWD does not equate to luxury. But the leaders in the luxury class do employ RWD. Yes, maybe premium is a better term, but we know what we mean.",employ word comfort dodge see show think wouldnt equates yes ford term know mean anyway performance mercedesss appropriate ab348 said previous say equate maybe beaudier premium leaders misused chevrolet perhaps would quotes
279,"October 14, 2018 12:28AM",ab348,Audi would like to have a word. ,would audi word like
280,"October 14, 2018 12:33AM",benjaminh,In this Motor Week comparison they liked the Audi A4 even better than the BMW....,even motor bmw comparison week beaudier audi liked
281,"October 14, 2018  1:24AM",roadburner,I'd pick a Giulia Ti Sport over an A4 or F30 3er.,bmw id audi pick performance ti alfaromeo
282,"October 14, 2018  1:40AM",dino001,"I think FWD does not preclude luxury, but is a detriment to sport. ES, or MKZ are entry lux cars, but not remorely sporty (which is OK for people who buy them). AWD is a bit of a tossup for sports, depends on the actual system. Audi and Acura seem to have it done well and those are sportier versions of their models, than their base, but others not necessarily. Many systems are about helping you in snow, not making your car go fast through corners.",remorely tossup es people seem done snow comfort systems think necessarily performance cars detriment buy actual many making performance base depends bit ok performanceier system go acura lux fast brands performance audi preclude well performances corners car entry helping versions performancey others lincoln
